Province,Type,Name,Tel,Longitude,Latitude
KwaZulu-Natal,Clinic,St Margaret's Clinic,083-5184389,29.939128,-30.294234
KwaZulu-Natal,Specialised Tb Hospital,St Margaret's TB Hospital,071-0466360,29.93272,-30.26925
KwaZulu-Natal,Clinic,Stafford Clinic,343745800,30.080899,-27.768868
KwaZulu-Natal,Regional Hospital,Stanger Hospital,032-4376000,31.285581,-29.335753
KwaZulu-Natal,Clinic,Starwood Clinic,315079325,31.006368,-29.703323
KwaZulu-Natal,Clinic,Steadville Clinic,036-6376832,29.81747,-28.56131
KwaZulu-Natal,Clinic,Stedham Clinic,035-8739000,31.30274,-28.0628
KwaZulu-Natal,Clinic,Stonebridge Clinic,315391552,31.017907,-29.723963
KwaZulu-Natal,Clinic,Stott Road Clinic,033-3441665,30.33705,-29.60682
KwaZulu-Natal,Clinic,Sukumani Clinic,343667389,30.096295,-27.780449
KwaZulu-Natal,CHC,Sundumbili CHC,032-4547500,31.400921,-29.13652
KwaZulu-Natal,Clinic,Swart Mfolozi Clinic,349521407,31.210172,-27.93459
KwaZulu-Natal,Clinic,Sydenham Heights Clinic,031-2098663,30.981558,-29.827214
KwaZulu-Natal,Clinic,Taylors Halt Clinic,033-5050043,30.191312,-29.682034
KwaZulu-Natal,Clinic,Thafamasi Clinic,032-5320050,30.856175,-29.535507
KwaZulu-Natal,Clinic,Thalaneni Clinic,035-8337002,31.045354,-28.553786
KwaZulu-Natal,Clinic,Thandanani Clinic (Dannhauser),346212666,30.060128,-28.029623
KwaZulu-Natal,Clinic,Thembalesizwe Clinic,039-3139419,30.15106,-30.86096
KwaZulu-Natal,Clinic,Thembalihle Clinic,343669318,30.2477,-27.92863
KwaZulu-Natal,Clinic,Thembumusa Clinic,034-9331011,30.72538,-27.98956
KwaZulu-Natal,Clinic,Thengane Clinic,079-3173429/083-5898782,32.69127,-27.01977
KwaZulu-Natal,Clinic,Thokozani Clinic,035-7960109,31.910061,-28.86794
KwaZulu-Natal,Clinic,Tholusizo Clinic,364222315,29.838567,-28.736713
KwaZulu-Natal,Clinic,Thonjeni Clinic,039-4330320,30.12131,-30.64673
KwaZulu-Natal,Specialised Tb Hospital,Thulasizwe Hospital,035-8326000,31.367512,-27.952137
KwaZulu-Natal,Clinic,Tobolsk Clinic,034-4132080,31.22592,-27.30378
KwaZulu-Natal,CHC,Tongaat CHC,329445054,31.116977,-29.568754
KwaZulu-Natal,Specialised Psychiatric Hospital,Townhill Hospital (Psychiatric),033-3415505,30.37065,-29.58822
KwaZulu-Natal,Clinic,Trenance Park Clinic,032-5357115,31.004367,-29.653803
KwaZulu-Natal,Clinic,Tsatsi Memorial Clinic,039-8328055,29.6722,-29.64956
KwaZulu-Natal,Clinic,Tshelimnyama Clinic,031-7000641,30.808952,-29.84314
KwaZulu-Natal,Clinic,Ukuthula Clinic,334139160,30.606097,-29.071788
KwaZulu-Natal,Clinic,Ulundi A Clinic,035-8791544,31.41422,-28.33395
KwaZulu-Natal,Clinic,Umbumbulu Clinic,031-9150174,30.699194,-29.981191
KwaZulu-Natal,Specialised Psychiatric Hospital,Umgeni Waterfall Institute Hospital,033-3306146,30.232358,-29.500816
KwaZulu-Natal,Clinic,Umkhontokayise Clinic,076-3368561,31.828246,-28.916093
KwaZulu-Natal,Clinic,Umkomaas Clinic,031-3115437,30.797583,-30.205621
KwaZulu-Natal,Clinic,Umlazi AA Clinic,031-9090633,30.867012,-29.977585
KwaZulu-Natal,Clinic,Umlazi D Clinic,031-9074777,30.904852,-29.96903
KwaZulu-Natal,Clinic,Umlazi G Clinic,031-9076298,30.884915,-29.952497
KwaZulu-Natal,Clinic,Umlazi K Clinic,031-9085942,30.850586,-29.964309
KwaZulu-Natal,Clinic,Umlazi N Clinic,031-9066073,30.87269,-29.959543
KwaZulu-Natal,Clinic,Umlazi U21 Clinic,031-9091017,30.891967,-29.989553
KwaZulu-Natal,Clinic,Umlazi V Clinic,031-9072610,30.930411,-29.960173
KwaZulu-Natal,Clinic,Umnini Clinic,031-4769202,30.823766,-30.12931
KwaZulu-Natal,District Hospital,Umphumulo Hospital,032-4814101,31.041884,-29.141566
KwaZulu-Natal,Clinic,Umtentweni Clinic,039-6950030,30.47349,-30.71964
KwaZulu-Natal,Clinic,Umzimkhulu Clinic,084-3839941,29.930041,-30.260717
KwaZulu-Natal,Specialised Psychiatric Hospital,Umzimkhulu Hospital,392590310,29.930041,-30.260717
KwaZulu-Natal,Clinic,Umzinto Clinic,039-9742094,30.66762,-30.30439
KwaZulu-Natal,Clinic,Umzinto North Clinic,039-9742094,30.66793,-30.30441
KwaZulu-Natal,Clinic,Umzomuhle (Umlazi H) Clinic,031-9081115,30.86832,-29.950912
KwaZulu-Natal,Clinic,Underberg Clinic,033-7011086,29.49901,-29.7954
KwaZulu-Natal,District Hospital,Untunjambili Hospital,033-4440818,30.948095,-28.945181
KwaZulu-Natal,Clinic,Usuthu Clinic,082-9533122,31.49389,-27.96356
KwaZulu-Natal,Clinic,Verdriet Clinic,082-5930875,30.146356,-27.991332
KwaZulu-Natal,Clinic,Verulam Clinic,031-3221722,31.0471,-29.645994
KwaZulu-Natal,Clinic,Vryheid Gateway Clinic,034-9822111,30.79666,-27.7585
KwaZulu-Natal,District Hospital,Vryheid Hospital,349822111,30.796942,-27.75871
KwaZulu-Natal,Clinic,Vumanhlamvu Clinic,035-5833709,31.116382,-28.685324
KwaZulu-Natal,Clinic,Walton Clinic,036-6372194,29.77847,-28.55752
KwaZulu-Natal,Clinic,Wasbank Clinic,346511139,30.09895,-28.31371
KwaZulu-Natal,Clinic,Waterfall Clinic,031-7621510,30.818257,-29.749316
KwaZulu-Natal,Clinic,Watersmeet Clinic,036-6312749,29.734626,-28.396294
KwaZulu-Natal,Clinic,Wela Clinic,035-8739052,31.56834,-28.2261
KwaZulu-Natal,Clinic,Welbedacht Clinic,031-4063796,30.859922,-29.925196
KwaZulu-Natal,Clinic,Wembezi Clinic,036-3532396,29.78524,-29.05206
KwaZulu-Natal,District Hospital,Wentworth Hospital,314605000,30.993783,-29.92789
KwaZulu-Natal,Clinic,Westville Clinic,031-3116697,30.911947,-29.83398
KwaZulu-Natal,Clinic,Weza Clinic,039-5530272,29.74543,-30.59111
KwaZulu-Natal,Clinic,Willowfountain Clinic,033-3219356,30.326965,-29.704106
KwaZulu-Natal,Clinic,Woodlands Clinic,033-3876667,30.392658,-29.579886
KwaZulu-Natal,Clinic,Wosiyane Clinic,032-5320048,30.782637,-29.555043
KwaZulu-Natal,Clinic,Wyebank Clinic,317110989,30.876689,-29.77072
KwaZulu-Natal,Clinic,Xhamini Clinic,039-4330400,29.90819,-30.74335
KwaZulu-Natal,Clinic,Xulu Clinic,035-8346002,30.941558,-28.648761
KwaZulu-Natal,Clinic,Zama Zama Clinic,035591-0490,32.28077,-27.12576
KwaZulu-Natal,Clinic,Zilulwane Clinic,035-8799010,31.60549,-28.33705
KwaZulu-Natal,Clinic,Zwelibomvu Clinic,031-7031697,30.70911,-29.885579
KwaZulu-Natal,Clinic,Zwelisha Clinic,036-3539333,29.736734,-29.059236
Limpopo,Clinic,A Mamabolo Clinic,015-2674835,29.820583,-23.879333
Limpopo,Clinic,Abbotspoort Clinic,014-7632444,28.094192,-23.454984
Limpopo,Clinic,Alldays Clinic,015-5751527,29.10583,-22.68309
Limpopo,Clinic,Alma Clinic,071-6059665,28.07,-24.48883
Limpopo,Clinic,Ambergate Clinic,0152280902/0152280903,28.93679,-23.51674
Limpopo,Clinic,Armoed Clinic,082-8440683,28.98525,-23.95502
Limpopo,Clinic,Bakenberg Clinic,015-4230038,28.755931,-23.864862
Limpopo,Clinic,Basani Clinic,071-8831186,30.519226,-23.369387
Limpopo,Clinic,Bavaria Clinic,154833900,28.83294,-23.52411
Limpopo,Clinic,Beaconsfield Clinic,015-9736835,30.118812,-22.921626
Limpopo,Clinic,Bela-Bela Clinic,014-7377483,28.31111,-24.88501
Limpopo,Clinic,Bellevue Clinic,015-3106006,30.420756,-23.41218
Limpopo,Clinic,Benfarm Clinic,015-7696095,31.037182,-23.916257
Limpopo,Clinic,Bismarck Clinic,015-3839921,30.502046,-24.204862
Limpopo,Clinic,Block 14 Clinic,015-2660234,29.785778,-23.988778
Limpopo,CHC,Blouberg CHC,015-5010505,29.007753,-23.142338
Limpopo,Clinic,Bochabelo Clinic,015-3106010,30.51281,-23.430491
Limpopo,Clinic,Bokwalakwala Clinic,082-4085059,28.95101,-24.147287
Limpopo,Clinic,Bolobedu Clinic,015-3110072,30.346306,-23.623606
Limpopo,Clinic,Boschkloof Clinic,013-2609900,30.093535,-24.803867
Limpopo,Clinic,Boschplaats Clinic,071-4428785,29.551583,-24.458639
Limpopo,Clinic,Botlokwa Gateway Clinic,0155278037/63,29.742715,-23.49267
Limpopo,District Hospital,Botlokwa Hospital,155278061,29.742715,-23.49267
Limpopo,Clinic,Buffelshoek Clinic (Blouberg),015-5059009,28.924309,-23.149402
Limpopo,Clinic,Buitestraat Clinic,0152976852/0152975403,29.44171,-23.90203
Limpopo,CHC,Bungeni CHC,015-8730065,30.197559,-23.202958
Limpopo,Clinic,Burgerecht Clinic,5599904,28.95354,-22.987281
Limpopo,CHC,Burgersfort CHC,013-2317843,30.322735,-24.665504
Limpopo,Clinic,Byldrift Clinic,015-6620135,29.50373,-24.5457
Limpopo,Clinic,Calais Clinic,083-3954723,30.33522,-24.13552
Limpopo,Clinic,Carlotta Clinic,072-2256056,30.19,-23.59837
Limpopo,Clinic,Chalema Clinic,083-5877560,28.747219,-23.764964
Limpopo,Clinic,Charlie Rangaan Clinic,015-3106000,30.552182,-23.477201
Limpopo,Clinic,Chromite Clinic,071-8619846,27.28994,-24.78526
Limpopo,Clinic,Chuene Clinic,015-6510000,29.48562,-24.19153
Limpopo,Clinic,Damani Clinic,072-2572749/082-9907123,30.512069,-22.835295
Limpopo,Clinic,Dan Village Clinic,015-3030962,30.1617,-23.5414
Limpopo,Clinic,Davhana Clinic,015-5961473,30.456778,-23.209845
Limpopo,Clinic,De Hoop Clinic,073-1307468,30.276443,-23.187468
Limpopo,Clinic,De Vrede Clinic,0155059027/0155059028,29.02086,-22.91736
Limpopo,Clinic,Dendron Clinic,015-5010059,29.3275,-23.36725
Limpopo,Clinic,Diana Clinic,015-2249902,29.06661,-23.86978
Limpopo,Clinic,Dichoeung Clinic,013-2667114,29.887812,-24.752302
Limpopo,Clinic,Dikgalaopeng Clinic,013-2678100,29.457291,-24.985494
Limpopo,Clinic,Dikgale Clinic,015-2674833,29.773139,-23.750333
Limpopo,Clinic,Dilokong Gateway Clinic,013-2147138,30.170742,-24.614375
Limpopo,District Hospital,Dilokong Hospital,132147265,30.170742,-24.614375
Limpopo,Clinic,Dithabaneng Clinic,015-6341910,29.577611,-24.370444
Limpopo,District Hospital,Donald Fraser Hospital,015-9631778,30.479041,-22.886534
Limpopo,District Hospital,Dr CN Phatudi Hospital,015-3558000,30.28052,-24.027411
Limpopo,Clinic,Dr Hugo Nkabinde Clinic,0153127900/0153127901,30.426295,-23.668715
Limpopo,CHC,Dr Machupe Mphahlele CHC,076-3594882,29.337278,-24.310972
Limpopo,CHC,Duiwelskloof CHC,015-3099241,30.1349,-23.688903
Limpopo,Clinic,Duiwelskloof Gateway Clinic,015-3099074,30.1349,-23.688903
Limpopo,Clinic,Duvhuledza Clinic,082-7981779/084-3009778,30.78772,-22.75654
Limpopo,Clinic,Dwaalboom Clinic,084-8670126,26.808974,-24.722543
Limpopo,Clinic,Dzingahe Clinic,083-3720605,30.522391,-22.909498
Limpopo,Clinic,Dzumeri CHC,071-8619885,30.708,-23.577
Limpopo,Clinic,Dzwerani Clinic,076-4884800,30.423079,-23.05638
Limpopo,Clinic,Eensaam Clinic,071-6604337,29.886,-24.95333
Limpopo,Clinic,Eerstegeluk Clinic,013-2370018,30.13331,-24.73189
Limpopo,Clinic,Eisleben Clinic,015-5267903,29.8415,-23.51861
Limpopo,Clinic,Elandsdoorn Clinic,071-8619824,29.21345,-25.28496
Limpopo,Clinic,Elandskraal Clinic,013-268-0457,29.412109,-24.714006
Limpopo,District Hospital,Elim Hospital,015-5563201,30.055622,-23.154608
Limpopo,Clinic,Ellisras Clinic,014-7632627,27.745816,-23.667839
Limpopo,District Hospital,Ellisras Hospital,014-763-2227,27.701297,-23.678034
Limpopo,Clinic,Evelyn Lekganyane Clinic,015-8660095,29.798528,-23.94575
Limpopo,Specialised Psychiatric Hospital,Evuxakeni Hospital,015-8121138,30.729876,-23.318573
Limpopo,District Hospital,FH Odendaal (Nylstroom) Hospital,0147175257/0147175258,28.415805,-24.692743
Limpopo,Specialised Tb Hospital,FH Odendaal MDR Hospital,014-7172325,28.392963,-24.708943
Limpopo,Clinic,Folovhodwe Clinic,071-8619829,30.427727,-22.588436
Limpopo,Clinic,Fondwe Clinic,015-9738089,30.259019,-22.917496
Limpopo,Clinic,Frisgewaght Clinic,013-2631900,29.66878,-25.02083
Limpopo,Clinic,George Masebe Gateway Clinic,015-4236067,28.693596,-23.875615
Limpopo,District Hospital,George Masebe Hospital,015-4236000,28.693596,-23.875615
Limpopo,Clinic,Gideon Clinic,0155929916/0155929917,28.67753,-22.901019
Limpopo,CHC,Giyani CHC,015-8120341,30.723224,-23.312957
Limpopo,Clinic,Goedentrou Clinic,015-5059005,28.91244,-23.40075
Limpopo,Clinic,Goedgedach Clinic,071-8601545,29.71783,-25.06067
Limpopo,Clinic,Goedgevonden Clinic,015-4269902,28.93106,-23.64744
Limpopo,Clinic,Gondeni Clinic,072-5073425,30.436968,-22.914776
Limpopo,Clinic,Groblersdal Clinic,013-2622542,29.40087,-25.1688
Limpopo,District Hospital,Groblersdal Hospital,013-2623024,29.403939,-25.176187
Limpopo,Clinic,Grootdraai Clinic,082-4321699,28.707927,-23.117549
Limpopo,Clinic,Guyuni Clinic,082-9907135,30.47608,-22.727805
Limpopo,Clinic,Ha-mutsha Clinic,015-5833600,30.349525,-23.064321
Limpopo,Specialised Psychiatric Hospital,Hayani Hospital,015-9631208,30.485537,-22.941292
Limpopo,CHC,HC Boshoff Gateway Clinic,013-2149911,30.0814,-24.59593
Limpopo,Clinic,Helderwater Clinic,015-8730262,30.29619,-23.28194
Limpopo,Clinic,Helene Franz Gateway Clinic,015-5050750,29.10823,-23.28185
Limpopo,District Hospital,Helene Franz Hospital,155050750,29.11313,-23.28381
Limpopo,Clinic,Hlaneki Clinic,015-8110056,30.40604,-23.31558
Limpopo,Clinic,Hlogotlou Clinic,071-6059957,29.733556,-25.028924
Limpopo,Clinic,Hoedspruit Clinic,015-7932342,30.951246,-24.355627
Limpopo,Clinic,Humulani Clinic,015-6967999,31.060168,-23.87525
Limpopo,Clinic,Ikageng Clinic,015-6228902,29.873476,-24.57066
Limpopo,Clinic,Indermark Clinic,015-5937900,29.110379,-23.079771
Limpopo,Clinic,J Mamabolo Clinic,015-2672904,29.820403,-23.879667
Limpopo,Clinic,Jakkalskuil Clinic,015-4240904,28.60781,-23.83317
Limpopo,Clinic,Jamela Clinic,015-3451437,30.22164,-23.57629
Limpopo,Clinic,Jane Furse Gateway Clinic,082-6964128,29.854789,-24.756818
Limpopo,District Hospital,Jane Furse Hospital,132659400,29.854789,-24.756818
Limpopo,CHC,Julesburg CHC,015-3839989,30.32853,-24.06953
Limpopo,Clinic,Keerom Clinic,071-8619826,29.003091,-24.964793
Limpopo,Clinic,Kgapane Clinic,015-3287100,30.21775,-23.64075
Limpopo,District Hospital,Kgapane Hospital,015-3287875,30.218142,-23.648131
Limpopo,Clinic,Khakhala-Hlomela Clinic,015-8115903,30.84423,-23.27503
Limpopo,Clinic,Khakhu Clinic,071-8619830,30.247268,-22.836291
Limpopo,Clinic,Kheyi Clinic,071-8609890,30.873804,-23.579488
Limpopo,Clinic,Khomela Clinic,082-2627295,30.261318,-22.70679
Limpopo,Clinic,Khujwana Clinic,082-9907134,30.2395,-23.93017
Limpopo,Clinic,Kibi Clinic,015-5920002,28.84697,-22.83644
Limpopo,Clinic,Klipspruit Clinic,013-2631177,29.740741,-25.008715
Limpopo,Clinic,Krantzplaas Clinic,152280905,28.91639,-23.48622
Limpopo,Clinic,Kremetart Clinic,071-8619892,30.69169,-23.31128
Limpopo,Clinic,Kromdraai Clinic,014-7350996,27.87869,-24.95978
Limpopo,Clinic,Kromhoek Clinic,015-5059014,29.02653,-22.93269
Limpopo,Clinic,Kulani Clinic,015-5563201,30.03227,-23.09114
Limpopo,Clinic,Kuruleni Clinic,015-5830183,30.358443,-23.155641
Limpopo,Clinic,Kutama Clinic,015-5715276,29.63562,-23.064965
Limpopo,CHC,Kwarrielaagte Clinic,071-6060129,29.2619,-25.31952
Limpopo,Clinic,Laastehoop Clinic,071-8619918,29.645417,-23.984667
Limpopo,Clinic,Lambani Clinic,071-6060272,30.83228,-22.721439
Limpopo,Clinic,Lebaka Clinic,015-3106012,30.36741,-23.463192
Limpopo,Clinic,Lebowakgomo Clinic,015-6325166,29.556667,-24.308333
Limpopo,Clinic,Lebowakgomo Gateway Clinic,015-6326900,29.52875,-24.295667
Limpopo,District Hospital,Lebowakgomo Hospital,015-6326900,29.52875,-24.295667
Limpopo,Clinic,Ledwaba Clinic,015-6334293,29.421667,-24.272889
Limpopo,Clinic,Lekhureng Clinic,015-4833904,28.92033,-23.57325
Limpopo,Clinic,Lenyenye Clinic,015-3553107,30.268214,-23.97418
Limpopo,Clinic,Lephalale Clinic,014-7634846,27.72298,-23.68182
Limpopo,Clinic,Lephepane Clinic,082-9907133,30.194432,-23.986542
Limpopo,Clinic,Lesfontein Clinic,015-5592992,28.78547,-23.14932
Limpopo,Regional Hospital,Letaba Hospital,015-3038200,30.269973,-23.873658
Limpopo,Clinic,Letsitele Clinic,015-3451659,30.386193,-23.890017
Limpopo,Clinic,Levubu Clinic,015-5830637,30.293671,-23.087825
Limpopo,Clinic,Lonsdale Clinic,015-2210007,29.15572,-23.61286
Limpopo,Clinic,Lorraine Clinic,015-3839923,30.423154,-24.191362
Limpopo,Clinic,Louis Trichardt Clinic,015-5160266,29.90747,-23.0373
Limpopo,District Hospital,Louis Trichardt Hospital,015-5161170,29.906158,-23.029091
Limpopo,CHC,Lulekani CHC,015-7830113,31.07713,-23.864548
Limpopo,Clinic,Lwamondo Clinic,078-8854915,30.36252,-23.01423
Limpopo,Clinic,Maake Clinic,015-3557900,30.23681,-24.03469
Limpopo,Clinic,Mabins Clinic,015-3839935,30.542912,-24.376749
Limpopo,Clinic,Madala Clinic,079-9518452,30.272881,-22.8317
Limpopo,Clinic,Madibong Clinic,082-9907063,29.882442,-24.734598
Limpopo,Clinic,Madimbo Clinic,071-6059979,30.562704,-22.451887
Limpopo,Clinic,Madombidzha Clinic,015-5165517,29.819636,-23.114907
Limpopo,Clinic,Madumane Clinic,015-3117005,30.399637,-23.62928
Limpopo,Clinic,Mafefe Clinic,015-6199168,30.099528,-24.195278
Limpopo,Clinic,Magalies Clinic,015-6331904,29.642551,-24.561873
Limpopo,Clinic,Magukubjane Clinic,071-6060244,29.812335,-24.997465
Limpopo,Clinic,Magwedzha Clinic,015-9627026,30.56022,-22.958171
Limpopo,Clinic,Mahale Clinic,082-9907136,30.968437,-23.694781
Limpopo,Clinic,Mahubahube Clinic,013-2168006,30.297085,-24.60853
Limpopo,Clinic,Mahwelereng 1 Clinic,015-4830116,28.98125,-24.14738
Limpopo,Clinic,Mahwelereng 2 Clinic,082-5520539,28.98323,-24.12868
Limpopo,Clinic,Mahwelereng Zone 2 Clinic,015-4832271,28.99181,-24.13981
Limpopo,Clinic,Maja Clinic,0156511900/0156511901,29.537,-24.182778
Limpopo,Clinic,Makahlule Clinic,073-6546280/082-9907163,30.91145,-22.892465
Limpopo,Clinic,Makanye Clinic,015-2674254,29.724056,-23.897889
Limpopo,Clinic,Makeepsvlei Clinic,013-9748440,29.044939,-24.930143
Limpopo,Clinic,Makgato Clinic,155277900,29.66342,-23.50556
Limpopo,Clinic,Makgope Clinic,015-3127902,30.46803,-23.617767
Limpopo,CHC,Makhado CHC,015-9704080,30.033966,-22.900885
Limpopo,Clinic,Makhushane Clinic,015-7696001,31.04407,-23.965475
Limpopo,Clinic,Makhuva Clinic,082-9292864/079-8900099,30.96644,-23.58178
Limpopo,Clinic,Makofane Clinic,071-6059445,30.225188,-24.496712
Limpopo,Clinic,Makonde Clinic,082-9907116/082-949041,30.568468,-22.807707
Limpopo,Clinic,Makotopong Clinic,0152672905/06,29.641223,-23.818227
Limpopo,Clinic,Makuleke Clinic,015-5830073,30.914707,-22.86516
Limpopo,Clinic,Makuya Clinic,015-9665535,30.83,-22.649601
Limpopo,Clinic,Malamulele Clinic,015-8510446,30.701439,-23.013299
Limpopo,District Hospital,Malamulele Hospital,015-8570026,30.697244,-22.997084
Limpopo,Clinic,Malemati Clinic,015-6324426,29.638333,-24.385222
Limpopo,Clinic,Mamaila Clinic,015-8740226,30.242666,-23.351114
Limpopo,Clinic,Mamanyoha Clinic,015-3869927,30.517091,-23.52643
Limpopo,Clinic,Mamaselela Clinic,015-4130900,28.872221,-24.004258
Limpopo,Clinic,Mamitwa Clinic,082-9906966,30.408768,-23.732543
Limpopo,Clinic,Mamotshwa Clinic,015-2660900,29.805972,-23.85175
Limpopo,Clinic,Mampana Clinic,015-6228905,29.533364,-24.728285
Limpopo,Clinic,Mamushi Clinic,082-9907125,29.695722,-24.059222
Limpopo,Clinic,Manamela Clinic,0152292901/0152292902,29.22873,-23.70282
Limpopo,Clinic,Manavhela Clinic,082-9907048/082-5660314,30.451789,-23.100741
Limpopo,Clinic,Manenzhe Clinic,072-5876664,30.681097,-22.469377
Limpopo,Clinic,Manganeng Clinic,013-2608323,29.969145,-24.669982
Limpopo,Clinic,Mankotsane Clinic,015-6220050,29.747176,-24.414675
Limpopo,Clinic,Mankuwe Clinic,015-5517909,28.55959,-23.4678
Limpopo,Clinic,Mankweng Clinic,015-2677827,29.727167,-23.885833
Limpopo,Clinic,Mankweng Gateway Clinic,082-0426002,29.726032,-23.880744
Limpopo,Tertiary Hospital,Mankweng Hospital,015-2861000,29.726032,-23.880744
Limpopo,Clinic,Manotoana Clinic,015-6199110,29.94908,-24.35622
Limpopo,Clinic,Manyima Clinic,015-5840400,30.018919,-23.276653
Limpopo,Clinic,Mapayeni Clinic,071-1861903,30.819102,-23.349082
Limpopo,Clinic,Mapela Clinic,015-4130005,28.847587,-23.955384
Limpopo,Clinic,Maphalle Clinic,015-3106008,30.311993,-23.468453
Limpopo,District Hospital,Maphutha L Malatjie Hospital,015-7691520,31.0365,-23.924395
Limpopo,Clinic,Mapodu Clinic,015-2673040,29.87347,-23.88762
Limpopo,Clinic,Maraba Clinic,015-2953759,29.172167,-23.786389
Limpopo,Clinic,Marapong Clinic,014-7682068,27.62908,-23.65853
Limpopo,Clinic,Marble Hall Clinic,013-2612070,29.29493,-24.96662
Limpopo,Clinic,Marishane Clinic,013-2190033,29.74683,-24.72744
Limpopo,Clinic,Mariveni Clinic,082-9907129,30.348744,-23.887486
Limpopo,Clinic,Marseilles Clinic,015-8731495,30.335789,-23.221564
Limpopo,Clinic,Marulaneng Clinic (Makhuduthamaga),013-2668004,29.89997,-24.67355
Limpopo,Clinic,Marulaneng Clinic (Marble Hall),013-2667064,29.900837,-24.673967
Limpopo,Clinic,Masakona Clinic,015-8730493,30.24442,-23.274246
Limpopo,Clinic,Mashabela Clinic,013-2168004,30.004837,-24.438398
Limpopo,Clinic,Mashamba Clinic,015-8730427,30.152806,-23.235539
Limpopo,Clinic,Mashashane Clinic,015-2244083,29.13306,-23.93
Limpopo,Clinic,Mashau Clinic,082-9907106,30.2184,-23.168721
Limpopo,Clinic,Mashite Clinic,015-6340267,29.69817,-24.31061
Limpopo,Clinic,Masisi Clinic,075-9665533,30.862379,-22.422521
Limpopo,Clinic,Matavhela Clinic,071-8619942/073-8449222,30.524605,-22.671483
Limpopo,Clinic,Mathabatha Clinic,015-6190403,29.871694,-24.20625
Limpopo,Clinic,Matiyani Clinic,071-8619946,30.977865,-22.74638
Limpopo,Clinic,Matlala Clinic (Aganang),015-2270002,29.056199,-23.745666
Limpopo,District Hospital,Matlala Clinic (Marble Hall),132649501,29.093527,-25.030771
Limpopo,Clinic,Matlala Gateway Clinic,013-2645183,29.503607,-24.832837
Limpopo,District Hospital,Matlala Hospital,013-2645030,29.503607,-24.832837
Limpopo,Clinic,Matoks Clinic,155270002,29.71385,-23.47785
Limpopo,Clinic,Matsa Clinic,071-6060298,29.954843,-22.867602
Limpopo,Clinic,Matsageng Clinic,071-8619814,30.057703,-24.493407
Limpopo,Clinic,Matsepe Clinic,071-6060122,29.49703,-25.02339
Limpopo,Clinic,Matsheka Clinic,015-8512193,30.739172,-22.878691
Limpopo,Clinic,Matswi Clinic,015-3117019,30.357285,-23.586051
Limpopo,Clinic,Mattanau Clinic,015-5059025,28.79839,-23.42494
Limpopo,Clinic,Mavambe Clinic,015-8510241,30.648744,-23.003834
Limpopo,Clinic,Mawa Clinic,071-8619924/072-0738756,30.525362,-23.589849
Limpopo,Clinic,Mbilwi Clinic,015-9631753,30.468999,-22.928985
Limpopo,Clinic,Mbokota Clinic,015-8732547,30.09879,-23.20013
Limpopo,District Hospital,Mecklenburg Hospital,015-6199940,30.073641,-24.386888
Limpopo,Clinic,Meedingen Clinic,071-8619903,30.242454,-23.641436
Limpopo,District Hospital,Messina Hospital,015-5340446,30.042897,-22.341725
Limpopo,Clinic,Mhinga Clinic,015-8530597,30.903028,-22.793388
Limpopo,Clinic,Mhlava Willem Clinic,015-8115906,30.85988,-23.21106
Limpopo,Clinic,Middelwater Clinic,015-8601548,30.205654,-23.415513
Limpopo,Clinic,Mmotoaneng Clinic,072-5731331,29.620871,-24.922274
Limpopo,Clinic,Mmutlane Clinic,082-9907157,30.145304,-24.347141
Limpopo,Clinic,Modjadji 5 Clinic,015-3117008,30.326136,-23.622574
Limpopo,Clinic,Moeding Clinic,013-2668000,29.457462,-24.953848
Limpopo,Clinic,Moganyaka Clinic,013-2667045,29.410288,-24.951321
Limpopo,Clinic,Mogoboya Clinic,082-9907127,30.197151,-24.014208
Limpopo,Clinic,Mogodi Clinic,015-5059011,29.237221,-23.327327
Limpopo,Clinic,Mogoto Clinic,0156421901/0156421902,29.288333,-24.340833
Limpopo,Clinic,Mohlaletse Clinic,082-9907138,29.884156,-24.471645
Limpopo,Clinic,Moime Clinic,082-9907126,30.245517,-23.975693
Limpopo,Clinic,Mokamole Clinic,015-4240902,28.61325,-23.96275
