Region,Proclaimed Magisterial District,Court Type,Office Name,Previously known as,Also known as,Equality Court,Small Claims Court,Sexual Offence Court,Mediation Services,telephone,fax,postal_adress,adress,GPS
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Moorreesburg']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Moorreesburg</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '022 433 1084/ 3406']","[<span class=""officecolor"">Fax: </span>, '022 433 1488']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Moorreesburg 7310']","[<span class=""officecolor"">Physical Address: </span>, '7 Station Street, Moorreesburg 7310\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 18.66481; S -33.15311\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Sekgosese']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Morebeng</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2"">Soekmekaar</span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Sekgosese/ Uitspan</span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '015 397 7200']","[<span class=""officecolor"">Fax: </span>, '015 874 0537']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1307, Morebeng 0810']","[<span class=""officecolor"">Physical Address: </span>, 'R36, Uitspan Farm Doringboom Road, Morebeng  0810\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-23.49485; 29.93585\t']"
"[<span class=""officecolor"">Region:</span>, ' Mpumalanga']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Ermelo']","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Morgenzon</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes (Sessions Only)']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '017 793 3013']","[<span class=""officecolor"">Fax: </span>, '017 793 3023']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X4, Morgenzon 2315']","[<span class=""officecolor"">Physical Address: </span>, '199 De Jager Street, Morgenzon 2315\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.73589; 29.61921\t']"
"[<span class=""officecolor"">Region:</span>, ' North West']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Morokweng</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Morokeng</span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '053 998 3303']","[<span class=""officecolor"">Fax: </span>, '053 998 3302']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X508, Ganyesa 8613']","[<span class=""officecolor"">Physical Address: </span>, 'Morokweng Heuningvlei Road, Morokweng Village\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.13649; 23.77673\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Mossel Bay']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Mossel Bay</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '044 693 3113/ 3140/ 3056']","[<span class=""officecolor"">Fax: </span>, '044 693 2891']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X11, Mossel Bay\xa06500']","[<span class=""officecolor"">Physical Address: </span>, 'Louis Fourie Street, Mossel Bay 6500\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 22.11853; S -34.18425\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Motetema</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '013 264 8201']","[<span class=""officecolor"">Fax: </span>, '015 264 8225/ 0865073717']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X102, Nebo 1059']","[<span class=""officecolor"">Physical Address: </span>, 'SAPS Motetema\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-25.09605; 29.46726\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Motherwell']","[<span class=""officecolor"">Court Type: </span>, 'Detached Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Motherwell</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '041 403 5600']","[<span class=""officecolor"">Fax: </span>, '041 403 5697']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Motherwell, Port Elizabeth, 6211']","[<span class=""officecolor"">Physical Address: </span>, '10 Tynira street, Motherwell\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 25.58362; S -33.79625\t']"
"[<span class=""officecolor"">Region:</span>, ' North West']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Motswedi</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '018 363 5600/1/2/3/4']","[<span class=""officecolor"">Fax: </span>, '018 363 3387']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X2005, Lerato 2880']","[<span class=""officecolor"">Physical Address: </span>, 'DP Moloto Street, Lerato 2880\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.13649; 23.77673\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Mount Ayliff']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Mount Ayliff</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '039 254 0004']","[<span class=""officecolor"">Fax: </span>, '039 254 0003']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 508, Mount Ayliff 4735']","[<span class=""officecolor"">Physical Address: </span>, '67 Church Street, Mount Ayliff 4735\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 29.36761; S -30.80725\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Mount Fletcher']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Mount Fletcher</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '039 257 0022']","[<span class=""officecolor"">Fax: </span>, '039 257 0060']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 1158, Mount Fletcher 5510']","[<span class=""officecolor"">Physical Address: </span>, 'Main Street (on R56), Mount Fletcher 5510\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 28.50616; S -30.69286\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Mount Frere']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Mount Frere</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Kwabhaca</span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '039 255 0251']","[<span class=""officecolor"">Fax: </span>, '039 255 0793']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 9004 , Mount Frere 5090']","[<span class=""officecolor"">Physical Address: </span>, 'Main Street, Mount Frere 5090\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 28.99232; S -30.90108\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Mpumalanga</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Hammarsdale</span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '031 736 3471/2/3']","[<span class=""officecolor"">Fax: </span>, '031 736 3475']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1017, Hammarsdale 3700']","[<span class=""officecolor"">Physical Address: </span>, '1 Kelly Street, Hammarsdale 3700\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.65599; S -29.79584\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Mqanduli']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Mqanduli</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '047 573 0002']","[<span class=""officecolor"">Fax: </span>, '047 573 0104']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 530 , Mqanduli 5080']","[<span class=""officecolor"">Physical Address: </span>, '68 Main Street, Mqanduli 5080\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 28.76251; S -31.81968\t']"
