Region	District	court_type	office_name	equality_court	small_claims_court	sexual_offense_court	telephone	fax	Address	GPS
 ' KwaZulu-Natal']	 'Umzinto']	 'Branch Court']	" <span class=""officenamecolor"">Turton</span>]"	 'No ']	 'Yes (Sessions Only)']		 '039 972 1720']	 '039 972 1736']	 'Emzumbe Location, Hibberdene\xa0 4220\t']	 ' ']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Tweeling</span>]"	 'No ']	 'No']		 '058 813 1000']	 '058 813 1638']	 '5th Agtste Street\t']	 'E 28.51574; S -27.55465\t']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Tweespruit</span>]"	 'No ']	 'No']		 '051 973 0017']	 '051 973 0518']	 '12 Eaton Road\t']	 'E 27.02474; S -29.18637\t']
 ' Limpopo']	 'Letaba']	 'Magistrate Court']	" <span class=""officenamecolor"">Tzaneen</span>]"	 'Yes ']	 'Yes']		 '015 307 3770 / 307 7061']	 '015 307 4163']	 '18 Morgan Street, Tzaneen 0850\t']	 '-23.82821; 30.16075\t']
 ' KwaZulu-Natal']	 'Ubombo']	 'Magistrate Court']	" <span class=""officenamecolor"">Ubombo</span>]"	 'Yes ']	 'Yes']		 '035 595 1002']	 '035 595 1165']	 'Lot 15 Main Road, Ubombo 3970\t']	 'E 32.08435; S -27.56635\t']
 ' Eastern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Ugie</span>]"	 'No ']	 'No']		 'See Maclear or 045 933 1357']	 'n/a']	 'c/o Umnga Street & 2 van Riebeeck Street\t']	 'E 28.23507; S -31.1995\t']
 ' Eastern Cape']	 'Uitenhage']	 'Magistrate Court']	" <span class=""officenamecolor"">Uitenhage</span>]"	 'Yes ']	 'Yes']		 '041 992 5393']	 '041 992 2907']	 '6 Durban Street , Uitenhage 6230\t']	 'E 25.40009; S -33.77139\t']
 ' KwaZulu-Natal']	 'Umbumbulu']	 'Magistrate Court']	" <span class=""officenamecolor"">Umbumbulu</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '031 915 0100/01/02/03']	 '031 915 0106']	 'Main Road, Umbumbulu 4105\t']	 'E 30.70279; S -29.98549\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Umhlali</span>]"	 'No ']	 'No']		 '032 551 1201']	 '032 552 1656']	 'Main Road, Umhlali\t']	 'E 31.21958; S -29.46886\t']
 ' KwaZulu-Natal']	 'Umzimkulu']	 'Magistrate Court']	" <span class=""officenamecolor"">Umzimkulu</span>]"	 'Yes ']	 'Yes']		 '039 259 0841']	 '039 259 0184']	 'Hospital Street, Umzimkulu 3297\t']	 'E 29.94012; S -30.25849\t']
 ' KwaZulu-Natal']	 'Umzinto']	 'Periodical Court']	" <span class=""officenamecolor"">Umzinto</span>]"	 'No ']	 'Yes (Sessions Only)']		 '039 978 9400']	 '039 978 3258']	 '102 Court Road, Umzinto\t']	 'E 30.67261; S -30.30875\t']
 ' Western Cape']	 'Uniondale']	 'Magistrate Court']	" <span class=""officenamecolor"">Uniondale</span>]"	 'Yes ']	 'Yes']		 '044 752 1002']	 '044 752 1237']	 '51 Voortrekker Street, Uniondale 6460\t']	 'E 23.1258; S -33.65713\t']
 ' Northern Cape']	 'Gordonia']	 'Magistrate Court']	" <span class=""officenamecolor"">Upington</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '054 337 5300']	 '054 332 1495']	 '1 Weideman Street, Upington, 8800\t']	 '-28.46085; 21.23732\t']
 ' KwaZulu-Natal']	 'Utrecht']	 'Magistrate Court']	" <span class=""officenamecolor"">Utrecht</span>]"	 'Yes ']	 'Yes']		 '034 331 3184']	 '034 331 3184 Tel/Fax']	 '51 Voor Street, Utrecht 2980\t']	 'E 30.31998; S -27.65597\t']
 ' Mpumalanga']	 'Mbibana']	 'Magistrate Court']	" <span class=""officenamecolor"">Vaalbank (eLibangeni)</span>]"	 'Yes ']	 'Yes']		 '013 976 7409/10']	 '013 976 7435']	 'Farm 01, Vaalbank 0449\t']	 '-25.15999; 28.85028\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Vaalwater</span>]"	 'No ']	 'No']		 '014 717 5316']	 '014 717 5369']	 'Near SAPS Vaalwater\t']	 '-24.29323; 28.11393\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Val</span>]"	 ' ']			 '017 712 2043']	 '017 712 3253']	 '06 Smith Street, SAPS building\t']	 '-26.79825; 28.94027\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Van Wyksvlei</span>]"	 'No ']	 'No']		 '053 382 3001']	 '053 382 3725']	 'Hoof Street, Vanwyksvlei\t']	 '-26.8798; 22.052\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Van Zylsrus</span>]"	 'No ']	 'No']		 '053 712 1081']	 '053 712 2021']	 'n/a\t']	 '-30.35073; 21.82448\t']
 ' Gauteng']	 'Vanderbijlpark']	 'Magistrate Court']	" <span class=""officenamecolor"">Vanderbijlpark</span>]"	 'Yes ']	 'Yes']		 '016 933 4351']	 '016 933 3377']	 'Cnr General Hertzog & F W Beyers Street, Vanderbijlpark 1911\t']	 '-26.70052; 27.83388\t']
 ' Western Cape']	 'Vanrhynsdorp']	 'Magistrate Court']	" <span class=""officenamecolor"">Vanrhynsdorp</span>]"	 'Yes ']	 'Yes']		 '027 219 1002']	 '027 219 1563']	 '2 Church Street, Vanrhynsdorp 8170\t']	 'E 18.73701; S -31.60797\t']
 ' Free State']	 'Ventersburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Ventersburg</span>]"	 'Yes ']	 'Yes']		 '057 651 4041']	 '057 651 5047 / 0866332308']	 '2 Voortrekker Street, Ventersburg\xa0 9450\t']	 'E 27.13992; S -28.08725\t']
 ' North West']	 'Ventersdorp']	 'Magistrate Court']	" <span class=""officenamecolor"">Ventersdorp</span>]"	 'Yes ']	 'Yes']		 '018 264 2036/7']	 '018 264 2404']	 '31 Gey Street, Ventersdorp 2710\t']	 '-26.31698; 26.82196\t']
 ' Eastern Cape']	 'Venterstad']	 'Magistrate Court']	" <span class=""officenamecolor"">Venterstad</span>]"	 'Yes ']	 'Yes']		 '051 654 0007']	 '051 654 0147']	 'Tennant Street , Venterstad 9798\t']	 'E 25.79877; S -30.77674\t']
 ' Gauteng']	 'Vereeniging']	 'Detached Court']	" <span class=""officenamecolor"">Vereeniging</span>]"	 'Yes ']	 'Yes']		 '016 422 0071-4']	 '016 422 0604']	 'Cnr Leslie & Beaconsfield Ave, Vereeniging 1939\t']	 '-26.67625; 27.92759\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Verena</span>]"	 'No ']	 'No']		 '013 986 0131/2']	 '013 986 0598']	 'Stand Number 847, Verena A\t']	 '-25.48404; 29.025\t']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Verkeerdevlei</span>]"	 'No ']	 'No']		 '051 821 2211']	 '051 821 1602']	 '1 Handel Street\t']	 'E 26.77873; S -28.8321\t']
 ' KwaZulu-Natal']	 'Inanda']	 'Magistrate Court']	" <span class=""officenamecolor"">Verulam</span>]"	 'Yes ']	 'Yes']		 '032 439 1711']	 '032 533 9946']	 '52 Moss Street, Verulam 4340\t']	 'E 31.0489; S -29.64211\t']
 ' Northern Cape']	 'Loxton, Victoria West, Vosburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Victoria West</span>]"	 'Yes ']	 'Yes']		 '053 621 0007']	 '053 621 0866']	 '1 Victoria Street, Victoria West, 7070\t']	 '-31.40419; 23.11092\t']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Vierfontein</span>]"	 'No ']	 'No']		 '056 343 2113']	 '056 343 1392']	 'Vierfontien SAPS\t']	 'E 26.75157; S -27.08029\t']
 ' Free State']	 'Viljoenskroon']	 'Magistrate Court']	" <span class=""officenamecolor"">Viljoenskroon</span>]"	 'Yes ']	 'Yes']		 '056 343 2113']	 '056 343 1392']	 '21 Engelbrecht Street, Viljoenskroon 9520\t']	 'E 26.94482; S -27.20885\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Villa Nora</span>]"	 'No ']	 'No']		 '014 769 0063/ 0165/ 0167']	 '014 769 0165 Tel/Fax']	 'R518, Villa Nora\t']	 '-23.52816; 28.1257\t']
 ' Free State']	 'Villiers']	 'Magistrate Court']	" <span class=""officenamecolor"">Villiers</span>]"	 'Yes ']	 'Yes']		 '058 821 0018']	 '058 821 0942']	 'Pearson Circle, Villiers 9840\t']	 'E 28.59988; S -27.02615\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Villiersdorp</span>]"	 'No ']	 'No']		 '028 212 1076']	 '028 214 1630']	 '3 Buitekant Street, Villiersdorp\t']	 'E 19.28122; S -33.99262\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Vioolsdrif</span>]"	 'No ']	 'No']		 '027 712 1215']	 '027 712 1860']	 'n/a\t']	 '-28.76895; 17.62365\t']
 ' Free State']	 'Virginia']	 'Magistrate Court']	" <span class=""officenamecolor"">Virginia</span>]"	 'Yes ']	 'Yes']		 '057 221 2900 /05']	 '057 212 3167 /8']	 '20 Virginia Gardens, Virginia 9430\t']	 'E 26.86555; S -28.10737\t']
 ' Mpumalanga']	 'Volksrust']	 'Magistrate Court']	" <span class=""officenamecolor"">Volksrust</span>]"	 'Yes ']	 'Yes']		 '017 735 2303']	 '017 735 2295']	 '56 Louis Trichardt Street, Volksrust 2470\t']	 '-27.36904; 29.88408\t']
 ' Northern Cape']	 'Loxton, Victoria West, Vosburg']	 'Periodical Court']	" <span class=""officenamecolor"">Vosburg</span>]"	 'No ']	 'Yes (Sessions Only)']		 '053 621 0007']	 '053 621 0866']	 '1 Mark Street, Vosburg\t']	 '-30.57347; 22.8815\t']
 ' Gauteng']		 'Branch Court']	" <span class=""officenamecolor"">Vosloorus</span>]"	 'No ']	 'No']		 '011 906 7300']	 '011 906 7301']	 '2 MC Botha Drive, Vosloorus 1475\t']	 '-26.3426; 28.21193\t']
 ' Mpumalanga']		 'Branch Court']	" <span class=""officenamecolor"">Vosman</span>]"	 'No ']	 'No']		 '013 698 0611']	 '013 656 5023']	 '6668 Mathew Phosa drive, SAPS Vosman \t']	 '-25.86806; 29.12686\t']
 ' Free State']	 'Vrede']	 'Magistrate Court']	" <span class=""officenamecolor"">Vrede</span>]"	 'Yes ']	 'Yes']		 '058 913 1024']	 '058 913 2747']	 '46 Kuhn Street, Vrede 9835\t']	 'E 29.16382; S -27.42936\t']
 ' Free State']	 'Vredefort']	 'Magistrate Court']	" <span class=""officenamecolor"">Vredefort</span>]"	 'Yes ']	 'Yes']		 '056 931 0001']	 '056 931 0161']	 '23 Oranje Street, Vredefort 9595\t']	 'E 27.36639; S -27.00641\t']
 ' Western Cape']	 'Vredenburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Vredenburg</span>]"	 'Yes ']	 'Yes']		 '022 713 5274']	 '022 713 1520']	 '17 Piet Retief Street , Vredenburg 7380\t']	 'E 17.9872; S -32.90525\t']
 ' Western Cape']	 'Vredendal']	 'Magistrate Court']	" <span class=""officenamecolor"">Vredendal</span>]"	 'Yes ']	 'Yes']		 '027 213 2010']	 '027 213 4823']	 '24 Voortrekker Street, Vredendal 8160\t']	 'E 18.50698; S -31.66455\t']
 ' North West']	 'Vryburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Vryburg</span>]"	 'Yes ']	 'Yes']		 '053 928 4209']	 '053 927 2309']	 '69 Market Street (c/o Market & De Kock), Vryburg 8601\t']	 '-26.95846; 24.72687\t']
 ' KwaZulu-Natal']	 'Vryheid']	 'Magistrate Court']	" <span class=""officenamecolor"">Vryheid</span>]"	 'Yes ']	 'Yes']		 '034 981 4911/4912/9809']	 '034 980 9203']	 '212 Church Street, Vryheid 3100\t']	 'E 30.79539; S -27.76772\t']
 ' Limpopo']	 'Vuwani']	 'Magistrate Court']	" <span class=""officenamecolor"">Vuwani</span>]"	 'Yes ']	 'Yes']		 '015 961 5402']	 '015 961 5389']	 'Next to Vuwani\xa0Police Station\t']	 '-23.13014; 30.41998\t']
 ' Mpumalanga']	 'Wakkerstroom']	 'Magistrate Court']	" <span class=""officenamecolor"">Wakkerstroom</span>]"	 'Yes ']	 'Yes']		 '017 730 0156']	 '017 730 0147']	 'Engelbrecht Street, Wakkerstroom 2480\t']	 '-27.35426; 30.1444\t']
 ' Free State']	 'Warden']	 'Periodical Court']	" <span class=""officenamecolor"">Warden</span>]"	 'No ']	 'Yes']		 '058 643 0014']	 '058 643 0860 / 0027']	 '27B School Street, Warden 9890\t']	 'E 28.96369; S -27.85779\t']
 ' Northern Cape']	 'Warrenton']	 'Magistrate Court']	" <span class=""officenamecolor"">Warrenton</span>]"	 'Yes ']	 'Yes']		 '053 497 9200']	 '053 497 5200']	 '9 Struwig Street, Warrenton, 8530\t']	 '-28.11497; 24.84852\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Wasbank</span>]"	 'No ']	 'No']		 '034 393 1164/1190']	 '034 393 2147']	 'Rademeyer Road, Wasbank\t']	 'E 30.09996; S -28.3135\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Waterpoort</span>]"	 'No ']	 'No']		 '015 516 0181/2/3']	 '015 516 0044']	 'R523, SAPS Waterpoort\t']	 '-22.90068; 29.62667\t']
 ' Gauteng']		 'Periodical Court']	" <span class=""officenamecolor"">Wedela</span>]"	 ' ']			 'See Fochville']		 ' ']	 '-26.456441; 27.38304\t']
 ' KwaZulu-Natal']	 'Weenen']	 'Magistrate Court']	" <span class=""officenamecolor"">Weenen</span>]"	 'Yes ']	 'Yes']		 '036 354 1621']	 '036 354 1090']	 'Retief Street, Weenen 3325\t']	 'E 30.08513; S -28.85384\t']
 ' Gauteng']		 'Periodical Court']	" <span class=""officenamecolor"">Welbekend</span>]"	 'No ']	 'No']		 '013 932 2901-3']	 '013 932 2880']	 'R25 Plaas Onbekend, Bapsfontein\t']	 '-25.9647; 28.46958\t']
 ' Free State']	 'Welkom']	 'Magistrate Court']	" <span class=""officenamecolor"">Welkom</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '057 916 2500 / 2515']	 '057 916 2600']	 'Cnr Heeren & Buiten Street, Welkom 9460\t']	 'E 26.73774; S -27.97683\t']
 ' Western Cape']	 'Wellington']	 'Magistrate Court']	" <span class=""officenamecolor"">Wellington</span>]"	 'Yes ']	 'Yes']		 '021 873 1145/ 8811/ 6648/ 8768']	 '021 864 2730']	 '30 Jan van Riebeeck Street, Wellington 7655\t']	 'E 19.00543; S -33.6403\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Wembesi</span>]"	 ' ']			 'See Estcourt']		 ' ']	 ' ']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Wentworth</span>]"	 'No ']	 'No']		 '031 468 2061']	 '031 451 6238']	 'Austerville Drive, Wentworth 4005\t']	 'E 30.98109; S -29.94245\t']
 ' Free State']	 'Wepener']	 'Magistrate Court']	" <span class=""officenamecolor"">Wepener</span>]"	 'Yes ']	 'Yes']		 '051 583 1806']	 '051 583 1658']	 '2 Minnaar Street, Wepener 9944\t']	 'E 27.03717; S -29.73083\t']
 ' Free State']	 'Wesselsbron']	 'Magistrate Court']	" <span class=""officenamecolor"">Wesselsbron</span>]"	 'Yes ']	 'Yes']		 '057 899 1815']	 '057 899 2653']	 'Cnr Pretorius & President Steyn Street, Wesselsbron 9680\t']	 'E 26.36398; S -27.85572\t']
 ' Gauteng']	 'Westonaria']	 'Magistrate Court']	" <span class=""officenamecolor"">Westonaria</span>]"	 'Yes ']	 'Yes']		 '011 753 2251/2/4/5']	 '011 753 3725']	 '36 Pres Steyn Street, Westonaria 1780\t']	 '-26.3236; 27.65128\t']
 ' Mpumalanga']	 'White River']	 'Magistrate Court']	" <span class=""officenamecolor"">White River</span>]"	 'Yes ']	 'Yes']		 '013 751 1147/8']	 '013 750 0426']	 'c/o Mgiyeni Khumalo & Peter Graham Street,\xa0White River 1240\t']	 '-25.32844; 31.01958\t']
 ' Eastern Cape']	 'Hewu']	 'Magistrate Court']	" <span class=""officenamecolor"">Whittlesea</span>]"	 'Yes ']	 'Yes']		 '040 842 2246']	 '040 842 3187']	 '3 Shepstone Street, Whittlesea 5360\t']	 'E 26.82284; S -32.17442\t']
 ' Northern Cape']	 'Williston']	 'Magistrate Court']	" <span class=""officenamecolor"">Williston</span>]"	 'Yes ']	 'Yes']		 '053 391 3006']	 '053 391 3311']	 'Kühn Street, Williston, 8920\t']	 '-31.34127; 20.91612\t']
 ' Eastern Cape']	 'Willowmore']	 'Magistrate Court']	" <span class=""officenamecolor"">Willowmore</span>]"	 'Yes ']	 'Yes']		 '044 923 1009/ 2107']	 '044 923 1742']	 '36 Weymeyer Street, Willowmore 6445\t']	 'E 23.4874; S -33.29536\t']
 ' Eastern Cape']	 'Willowvale']	 'Magistrate Court']	" <span class=""officenamecolor"">Willowvale</span>]"	 'Yes ']	 'Yes']		 '047 499 1038']	 '047 499 1022']	 'c/o Main & Hill Street , Willowvale 5040\t']	 'E 28.50773; S -32.26664\t']
 ' Free State']	 'Winburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Winburg</span>]"	 'Yes ']	 'Yes']		 '051 881 0002']	 '051 881 1535 / 0865071382']	 '34 Leech Street, Winburg 9420\t']	 'E 27.00912; S -28.51905\t']
 ' Northern Cape']	 'Barkly West']	 'Periodical Court']	" <span class=""officenamecolor"">Windsorton</span>]"	 'No ']	 'Yes (Sessions Only)']		 '053 531 0621/23']	 '053 531 0812']	 'n/a\t']	 '-28.3267; 24.71093\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Winterton</span>]"	 'No ']	 'No']		 '036 352 3030/3032']	 '036 352 1270']	 '1 President Str, Winterton\t']	 'E 29.5401; S -28.81438\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Witdraai</span>]"	 'No ']	 'No']		 '054 337 5300']	 '054 332 1495']	 'R360, Witdraai\t']	 '-26.95578; 20.70595\t']
 ' Limpopo']	 'Phalala']	 'Detached Court']	" <span class=""officenamecolor"">Witpoort</span>]"	 'Yes ']	 'Yes']		 '014 769 0063/ 0165/ 0167']	 '014 769 0165 Tel/Fax']	 'Witpoort, Lephalale 0555\t']	 '-23.32973; 28.00542\t']
 ' North West']	 'Maquassi Hills']	 'Magistrate Court']	" <span class=""officenamecolor"">Wolmaransstad</span>]"	 'Yes ']	 'Yes']		 '018 596 1060']	 '018 596 1121/1332']	 '28 Piet Retief Street, Wolmaransstad 2630\t']	 '-27.19892; 25.98232\t']
 ' Western Cape']	 'Tulbagh, Wolseley']	 'Branch Court']	" <span class=""officenamecolor"">Wolseley</span>]"	 'No ']	 'Yes (Sessions Only)']		 '023 231 1086']	 '023 231 1086 Tel/Fax']	 '29 Eeufees Street , Wolseley 6830\t']	 'E 19.20098; S -33.41388\t']
 ' Western Cape']	 'Worcester']	 'Magistrate Court']	" <span class=""officenamecolor"">Worcester</span>]"	 'Yes ']	 'Yes']		 '023 342 2325']	 '023 347 5024']	 '57 Adderley & Waterloo Street, Worcester 6850\t']	 'E 19.44355; S -33.6459\t']
 ' Western Cape']	 'Wynberg [WC]']	 'Magistrate Court']	" <span class=""officenamecolor"">Wynberg [WC]</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '021 799 1800']	 '021 762 7842']	 'c/o Church & Court  Road, Wynberg 7800\t']	 'E 18.46617; S -34.00409\t']
 ' Limpopo']		 'Branch Court']	" <span class=""officenamecolor"">Zaaiplaas</span>]"	 'No ']	 'No']		 '013 262 2033/34']	 '013 262 3000']	 'New Stand, no: 63 Zaaiplaais, 1047\t']	 '-25.16611; 29.75124\t']
 ' Free State']	 'Zastron']	 'Magistrate Court']	" <span class=""officenamecolor"">Zastron</span>]"	 'Yes ']	 'Yes']		 '051 673 1004']	 '051 673 1027']	 '20 Hoofd Street, Zastron 9950\t']	 'E 27.08456; S -30.30335\t']
 ' Limpopo']	 'Thabamoopo']	 'Periodical Court']	" <span class=""officenamecolor"">Zebediela</span>]"	 'No ']	 'Yes (Sessions Only)']		 '015 491 2158']	 '015 491 8111']	 'R518 Road, Groothoek, 0628\t']	 '-24.29834; 29.24439\t']
 ' North West']	 'Marico']	 'Detached Court']	" <span class=""officenamecolor"">Zeerust</span>]"	 'Yes ']	 'Yes']		 '018 642 1055']	 '018 642 2116/ 086 5075 032 ']	 '27 President Street, Zeerust 2865\t']	 '-25.54581; 26.07926\t']
